Orthogroup	Species	Zebrafish.UniProt.renamed	Orthologs
OG0011991	Human.UniProt.renamed	F1Q5G5	P06280
OG0011992	Human.UniProt.renamed	E7FG54	P10916
OG0011993	Human.UniProt.renamed	Q9PTP1	P12004
OG0011994	Human.UniProt.renamed	A0A8M2BBI5	P14314
OG0011995	Human.UniProt.renamed	A0A8M9PN91	P18615
OG0011996	Human.UniProt.renamed	F1QHC4	P20700
OG0011997	Human.UniProt.renamed	B0V360	P31152
OG0011998	Human.UniProt.renamed	A3KP84	Q02338
OG0011999	Human.UniProt.renamed	Q6P607	Q14749
OG0012000	Human.UniProt.renamed	A0A8M9PQ91	Q15049
OG0012001	Human.UniProt.renamed	A0A8M9QAU8	Q15154
OG0012002	Human.UniProt.renamed	Q6DI22	Q16836
OG0012003	Human.UniProt.renamed	A5WWC6	Q3SXM5
OG0012005	Human.UniProt.renamed	Q32PM2	Q53HC0
OG0012006	Human.UniProt.renamed	A0A8M3ASS0	Q5SXM2
OG0012007	Human.UniProt.renamed	A9JRI0	Q6AI08
OG0012008	Human.UniProt.renamed	A0A8M2B591	Q6GQQ9
OG0012009	Human.UniProt.renamed	Q1LXZ7	Q86VS3
OG0012010	Human.UniProt.renamed	Q2YDP8	Q86YJ6
OG0012011	Human.UniProt.renamed	A0A8M1RHG3	Q8IV77
OG0012012	Human.UniProt.renamed	B8A5U5	Q8IZU8
OG0012013	Human.UniProt.renamed	B3DJV8	Q8N2Z9
OG0012014	Human.UniProt.renamed	E7FDB4	Q8N5V2
OG0012015	Human.UniProt.renamed	Q6DNI1	Q8NEY3
OG0012016	Human.UniProt.renamed	A0A8M3AXJ0	Q8NG41
OG0012017	Human.UniProt.renamed	A5PLF8	Q969V5
OG0012018	Human.UniProt.renamed	F1QPC3	Q96BY9
OG0012019	Human.UniProt.renamed	A0A8M6Z4P8	Q96DM3
OG0012020	Human.UniProt.renamed	Q5U3J8	Q96GA3
OG0012021	Human.UniProt.renamed	A0A8M9QNY0	Q96K49
OG0012022	Human.UniProt.renamed	Q6DBR6	Q96MF2
OG0012023	Human.UniProt.renamed	E7F6B2	Q96NU1
OG0012024	Human.UniProt.renamed	A0A8M1QHL2	Q96T23
OG0012025	Human.UniProt.renamed	A0A8N7TAH9	Q99801
OG0012026	Human.UniProt.renamed	X1WF30	Q9BVS5
OG0012027	Human.UniProt.renamed	Q7SYM0	Q9BZX2
OG0012028	Human.UniProt.renamed	Q1LYA0	Q9H098
OG0012029	Human.UniProt.renamed	A0A8M1PSG2	Q9H330
OG0012030	Human.UniProt.renamed	A0A8M3AZY9	Q9H6U8
OG0012031	Human.UniProt.renamed	Q1LWV4	Q9NQ69
OG0012032	Human.UniProt.renamed	Q6IVV7	Q9NQM4
OG0012033	Human.UniProt.renamed	Q7SY45	Q9UEU0
OG0012034	Human.UniProt.renamed	A0A286Y8U4	Q9UI26
OG0012035	Human.UniProt.renamed	Q502K5	Q9Y271
OG0012036	Human.UniProt.renamed	Q1LU86	A1XBS5
OG0012037	Human.UniProt.renamed	A2RUY4	O00401
OG0012038	Human.UniProt.renamed	Q5U3E8	O14579
OG0012039	Human.UniProt.renamed	A2CEA7	O14827
OG0012040	Human.UniProt.renamed	Q803L6	O60239
OG0012041	Human.UniProt.renamed	A0A8M3B5L6	O60331
OG0012042	Human.UniProt.renamed	Q4L1M6	O60663
OG0012043	Human.UniProt.renamed	A0A8M9PSE6	O75077
OG0012044	Human.UniProt.renamed	Q802Z1	O75844
OG0012045	Human.UniProt.renamed	A0A286Y9D1	O94880
OG0012046	Human.UniProt.renamed	F1QP24	P10242
OG0012047	Human.UniProt.renamed	A0A0R4ICS1	P13612
OG0012048	Human.UniProt.renamed	F1R6L6	P19338
OG0012049	Human.UniProt.renamed	Q5XJ51	P36404
OG0012050	Human.UniProt.renamed	Q1LY62	P36507
OG0012051	Human.UniProt.renamed	A0A288CG41	P42575
OG0012052	Human.UniProt.renamed	Q1WCN6	P48307
OG0012053	Human.UniProt.renamed	Q6DRN7	P50914
OG0012054	Human.UniProt.renamed	Q7T319	P60002
OG0012055	Human.UniProt.renamed	A0A8N7UQX6	P80192
OG0012056	Human.UniProt.renamed	Q5U398	Q05086
OG0012057	Human.UniProt.renamed	Q7ZVY3	Q13952
OG0012058	Human.UniProt.renamed	A8WG75	Q14554
OG0012059	Human.UniProt.renamed	A0A8M9Q925	Q14562
OG0012060	Human.UniProt.renamed	Q6PC18	Q15382
OG0012061	Human.UniProt.renamed	A0A8M3AU51	Q16643
OG0012062	Human.UniProt.renamed	Q08C60	Q495W5
OG0012063	Human.UniProt.renamed	A3KGT9	Q53EU6
OG0012064	Human.UniProt.renamed	Q08BD8	Q6P444
OG0012065	Human.UniProt.renamed	A0A2R8RT44	Q6ZW61
OG0012066	Human.UniProt.renamed	A0A8M1P3Z0	Q86U28
OG0012067	Human.UniProt.renamed	Q568K5	Q86UY6
OG0012068	Human.UniProt.renamed	A7MBY2	Q86V81
OG0012069	Human.UniProt.renamed	A0A8M3AJ94	Q8IVF5
OG0012070	Human.UniProt.renamed	A8WFV6	Q8IVI9
OG0012071	Human.UniProt.renamed	A5PF62	Q8N1K5
OG0012072	Human.UniProt.renamed	A5PLA0	Q8N4K4
OG0012073	Human.UniProt.renamed	Q7ZW98	Q96CW1
OG0012074	Human.UniProt.renamed	A0A8N1YZ39	Q96JC1
OG0012075	Human.UniProt.renamed	F1QBQ4	Q96RT8
OG0012076	Human.UniProt.renamed	A2CEI4	Q99567
OG0012077	Human.UniProt.renamed	Q561X9	Q9BUT1
OG0012078	Human.UniProt.renamed	F8W494	Q9H936
OG0012079	Human.UniProt.renamed	A3KGZ4	Q9NP78
OG0012080	Human.UniProt.renamed	Q5BJJ6	Q9NZL9
OG0012081	Human.UniProt.renamed	Q7ZWE7	Q9UGY1
OG0012082	Human.UniProt.renamed	A0MWC1	Q9UJQ4
OG0012083	Human.UniProt.renamed	Q6PBN5	Q9Y679
OG0012084	Human.UniProt.renamed	X1WCN7	D6REC4
OG0012085	Human.UniProt.renamed	Q6PC41	O00422
OG0012086	Human.UniProt.renamed	A0A1D5NT24	O14672
OG0012087	Human.UniProt.renamed	A0A8M2B9H0	O60563
OG0012088	Human.UniProt.renamed	Q58EG2	O75477
OG0012089	Human.UniProt.renamed	A0A0R4IZQ0	O75629
OG0012090	Human.UniProt.renamed	O93389	O95947
OG0012091	Human.UniProt.renamed	F1QZR2	O96013
OG0012092	Human.UniProt.renamed	O57330	P28062
OG0012093	Human.UniProt.renamed	A0A8M9PX33	P28289
OG0012094	Human.UniProt.renamed	B1H1M1	P47736
OG0012095	Human.UniProt.renamed	A0A8M3AHU4	P50542
OG0012096	Human.UniProt.renamed	F1Q883	P52209
OG0012097	Human.UniProt.renamed	Q6AXI3	P54725
OG0012098	Human.UniProt.renamed	Q5U385	P62380
OG0012099	Human.UniProt.renamed	F1Q5J2	Q02779
OG0012100	Human.UniProt.renamed	Q0MSH9	Q13546
OG0012101	Human.UniProt.renamed	Q7ZWE1	Q13610
OG0012102	Human.UniProt.renamed	Q08C38	Q15040
OG0012103	Human.UniProt.renamed	A3KNA5	Q4L180
OG0012104	Human.UniProt.renamed	Q1LUK1	Q5XKP0
OG0012105	Human.UniProt.renamed	A0A0R4IGU3	Q6ICG6
OG0012106	Human.UniProt.renamed	E9QI41	Q6NTF9
OG0012107	Human.UniProt.renamed	Q7ZUH5	Q6P1L8
OG0012108	Human.UniProt.renamed	Q6PH61	Q6PIV7
OG0012109	Human.UniProt.renamed	A0JMF7	Q7Z4H7
OG0012110	Human.UniProt.renamed	Q1ED21	Q86WQ0
OG0012111	Human.UniProt.renamed	A0A8M1RN23	Q8IY92
OG0012112	Human.UniProt.renamed	A0A8M9PH02	Q8N2U9
OG0012113	Human.UniProt.renamed	A0A8M3B5M8	Q8N3Z6
OG0012114	Human.UniProt.renamed	A0A8M6Z4I6	Q8N5R6
OG0012115	Human.UniProt.renamed	A0A8M9Q017	Q8NB90
OG0012116	Human.UniProt.renamed	A0A8M9PUV2	Q8ND56
OG0012117	Human.UniProt.renamed	Q503U0	Q8TAP4
OG0012118	Human.UniProt.renamed	A3R3J9	Q92753
OG0012119	Human.UniProt.renamed	Q8AW42	Q96H72
OG0012120	Human.UniProt.renamed	Q6NY89	Q9H089
OG0012121	Human.UniProt.renamed	A0A8M1NFQ3	Q9H221
OG0012122	Human.UniProt.renamed	C6K2H9	Q9H3E2
OG0012123	Human.UniProt.renamed	Q1L9A2	Q9H6K4
OG0012124	Human.UniProt.renamed	A0A8M9QPS4	Q9H6U6
OG0012125	Human.UniProt.renamed	A0A0R4ISD3	Q9H9V4
OG0012126	Human.UniProt.renamed	Q6PBL4	Q9NRF9
OG0012127	Human.UniProt.renamed	A0A8M1P6B6	Q9NS56
OG0012128	Human.UniProt.renamed	B0JZN3	Q9NVH0
OG0012129	Human.UniProt.renamed	Q6IVW0	Q9NWB7
OG0012130	Human.UniProt.renamed	A3KP74	Q9NX18
OG0012131	Human.UniProt.renamed	Q502C4	Q9P0M9
OG0012132	Human.UniProt.renamed	Q5RH38	Q9ULS5
OG0012133	Human.UniProt.renamed	Q1LU99	Q9Y4F9
OG0012134	Human.UniProt.renamed	A0A8M2BJE4	O00526
OG0012135	Human.UniProt.renamed	B8JLN4	O00716
OG0012136	Human.UniProt.renamed	Q5XJ32	O60232
OG0012137	Human.UniProt.renamed	A0A8M9PNN9	O75717
OG0012138	Human.UniProt.renamed	X1WCM8	O94762
OG0012139	Human.UniProt.renamed	Q6DGB4	O95619
OG0012140	Human.UniProt.renamed	Q6AXI7	P16219
OG0012141	Human.UniProt.renamed	A0A8M2BAR0	P35573
OG0012142	Human.UniProt.renamed	A0A8M1NZY3	P46013
OG0012143	Human.UniProt.renamed	Q6PEG4	P55199
OG0012144	Human.UniProt.renamed	Q803M2	P55201
OG0012145	Human.UniProt.renamed	E7FFB0	Q12766
OG0012146	Human.UniProt.renamed	Q7SXP2	Q13564
OG0012147	Human.UniProt.renamed	A2BGL3	Q2TBF2
OG0012148	Human.UniProt.renamed	Q1LVN1	Q3ZCQ3
OG0012149	Human.UniProt.renamed	A0A2R8QAP0	Q6BDI9
OG0012150	Human.UniProt.renamed	A0A8M1NAN0	Q6L8Q7
OG0012152	Human.UniProt.renamed	E9QCG0	Q7Z4G1
OG0012153	Human.UniProt.renamed	Q5SP48	Q8IY57
OG0012154	Human.UniProt.renamed	Q5RGQ0	Q8N6Q8
OG0012155	Human.UniProt.renamed	Q6IQP2	Q8NFX7
OG0012156	Human.UniProt.renamed	A0A8M2B4A1	Q8TD84
OG0012157	Human.UniProt.renamed	E7F4Z4	Q8WTX9
OG0012158	Human.UniProt.renamed	E7F240	Q8WVR3
OG0012159	Human.UniProt.renamed	Q32LQ2	Q8WWC4
OG0012160	Human.UniProt.renamed	E7FFH0	Q8WXK3
OG0012161	Human.UniProt.renamed	F6NQC4	Q92686
OG0012162	Human.UniProt.renamed	Q6DH17	Q96K21
OG0012163	Human.UniProt.renamed	A8KB73	Q96PB7
OG0012164	Human.UniProt.renamed	Q7ZYZ7	Q9BSM1
OG0012165	Human.UniProt.renamed	F1QQI2	Q9BT56
OG0012166	Human.UniProt.renamed	A0A8M9PFP4	Q9BYB0
OG0012167	Human.UniProt.renamed	F1QJP9	Q9GZR2
OG0012168	Human.UniProt.renamed	F8W5I1	Q9H1N7
OG0012169	Human.UniProt.renamed	Q6PBU6	Q9H2B2
OG0012170	Human.UniProt.renamed	E7F1C4	Q9H4L7
OG0012171	Human.UniProt.renamed	A7MBP4	Q9NQC8
OG0012172	Human.UniProt.renamed	F1QAA7	Q9NR19
OG0012173	Human.UniProt.renamed	A0A8M6Z599	Q9NVM9
OG0012174	Human.UniProt.renamed	Q1LYM1	Q9NX76
OG0012175	Human.UniProt.renamed	Q6NVJ4	Q9P286
OG0012176	Human.UniProt.renamed	A0A8M1RM90	Q9UBF9
OG0012177	Human.UniProt.renamed	A4FVI7	Q9UK45
OG0012178	Human.UniProt.renamed	B0S641	Q9Y2G5
OG0012179	Human.UniProt.renamed	A0JME0	Q9Y2Q9
OG0012181	Human.UniProt.renamed	A0A8M9QHY5	A6NE52
OG0012182	Human.UniProt.renamed	A0A0G2L2L4	A8MYV0
OG0012183	Human.UniProt.renamed	Q6PGZ7	O14896
OG0012184	Human.UniProt.renamed	Q4G3H4	O15111
OG0012185	Human.UniProt.renamed	A0A8M2B4N7	O43196
OG0012186	Human.UniProt.renamed	A0A8M1RMC4	O43822
OG0012187	Human.UniProt.renamed	B0R0J5	O60291
OG0012188	Human.UniProt.renamed	A0A2R8RTA8	O75127
OG0012189	Human.UniProt.renamed	Q504G0	O75204
OG0012190	Human.UniProt.renamed	A0A8M6Z7B1	O95218
OG0012191	Human.UniProt.renamed	Q90X27	P17861
OG0012192	Human.UniProt.renamed	Q6IQ59	P22695
OG0012193	Human.UniProt.renamed	A0A0R4ICR8	P35613
OG0012194	Human.UniProt.renamed	A3KMH5	P40939
OG0012195	Human.UniProt.renamed	D7RVS1	P43007
OG0012196	Human.UniProt.renamed	E7F2W4	P54756
OG0012197	Human.UniProt.renamed	A0A8M9Q6L8	P57058
OG0012198	Human.UniProt.renamed	Q90Y50	P78310
OG0012199	Human.UniProt.renamed	F1R045	P78363
OG0012200	Human.UniProt.renamed	Q0P3X8	Q0VGL1
OG0012201	Human.UniProt.renamed	F1R372	Q13017
OG0012202	Human.UniProt.renamed	Q503Y2	Q13084
OG0012203	Human.UniProt.renamed	Q7ZV55	Q13347
OG0012204	Human.UniProt.renamed	A0A140LGT1	Q13951
OG0012206	Human.UniProt.renamed	A0A8M1NI50	Q15306
OG0012207	Human.UniProt.renamed	F1QCU4	Q5MY95
OG0012208	Human.UniProt.renamed	Q2YDR1	Q658L1
OG0012209	Human.UniProt.renamed	Q6NW73	Q6UWV2
OG0012210	Human.UniProt.renamed	Q803P3	Q6Y1H2
OG0012211	Human.UniProt.renamed	A0A8M3ANQ5	Q6ZVT0
OG0012212	Human.UniProt.renamed	Q5PQY6	Q86WA8
OG0012213	Human.UniProt.renamed	A0A8M9PTU6	Q86WS5
OG0012214	Human.UniProt.renamed	A0A8M6Z1K7	Q8IV35
OG0012215	Human.UniProt.renamed	E7FET0	Q8N8M0
OG0012216	Human.UniProt.renamed	Q0P426	Q8WVK7
OG0012217	Human.UniProt.renamed	Q4VBK1	Q8WYN0
OG0012218	Human.UniProt.renamed	F1Q6J9	Q96MT3
OG0012219	Human.UniProt.renamed	Q6VUB8	Q96T25
OG0012220	Human.UniProt.renamed	A0A8M9Q2B0	Q9NR09
OG0012221	Human.UniProt.renamed	R4GEM5	Q9NW81
OG0012222	Human.UniProt.renamed	Q5RHZ2	Q9P0B6
OG0012223	Human.UniProt.renamed	Q1LVZ2	Q9P0N8
OG0012224	Human.UniProt.renamed	A0A0R4ISB9	Q9ULU4
OG0012225	Human.UniProt.renamed	A0A8M3AUW9	O14986
OG0012226	Human.UniProt.renamed	Q7SXJ9	O43719
OG0012227	Human.UniProt.renamed	A0A8M2BLH6	O75398
OG0012228	Human.UniProt.renamed	Q6TNP8	O75436
OG0012229	Human.UniProt.renamed	F1QF97	O95238
OG0012230	Human.UniProt.renamed	A0A8M6Z2M1	P00390
OG0012231	Human.UniProt.renamed	Q8AYE3	P01008
OG0012232	Human.UniProt.renamed	Q7T3G4	P15259
OG0012233	Human.UniProt.renamed	P26632	P18146
OG0012234	Human.UniProt.renamed	A0A0R4IMS9	P24928
OG0012235	Human.UniProt.renamed	Q06RG6	P42345
OG0012236	Human.UniProt.renamed	Q6PH46	P50991
OG0012237	Human.UniProt.renamed	Q7T2T7	P51608
OG0012238	Human.UniProt.renamed	Q4VBU5	P52435
OG0012239	Human.UniProt.renamed	B8JLJ8	P61978
OG0012240	Human.UniProt.renamed	Q91398	P67870
OG0012241	Human.UniProt.renamed	A0A0R4IBM0	Q02297
OG0012242	Human.UniProt.renamed	A0A0R4IV16	Q12894
OG0012243	Human.UniProt.renamed	Q2EI20	Q13127
OG0012244	Human.UniProt.renamed	A0A2R8RTX5	Q13330
OG0012245	Human.UniProt.renamed	A8WH84	Q14626
OG0012246	Human.UniProt.renamed	Q568P5	Q15831
OG0012247	Human.UniProt.renamed	E7F802	Q52WX2
OG0012248	Human.UniProt.renamed	A0A8M9P6V1	Q5XUX0
OG0012249	Human.UniProt.renamed	A0A8M3B3H9	Q6UXI9
OG0012250	Human.UniProt.renamed	F1QF11	Q7Z5J8
OG0012251	Human.UniProt.renamed	A7MBV6	Q8NCJ5
OG0012252	Human.UniProt.renamed	Q6NV15	Q8NE71
OG0012253	Human.UniProt.renamed	F1REN0	Q93034
OG0012254	Human.UniProt.renamed	Q5XJS2	Q96F25
OG0012255	Human.UniProt.renamed	Q6NYT1	Q96G25
OG0012256	Human.UniProt.renamed	Q6PFJ2	Q96GG9
OG0012257	Human.UniProt.renamed	Q6NZS5	Q96K62
OG0012258	Human.UniProt.renamed	A0A8M9QBK3	Q96K76
OG0012259	Human.UniProt.renamed	E7F8P1	Q96LL9
OG0012260	Human.UniProt.renamed	Q9W6C7	Q96NK8
OG0012261	Human.UniProt.renamed	Q08BD2	Q9BRR3
OG0012262	Human.UniProt.renamed	A0A8M3ART4	Q9BXY5
OG0012263	Human.UniProt.renamed	Q6DHF1	Q9H160
OG0012264	Human.UniProt.renamed	A1L1T3	Q9H598
OG0012265	Human.UniProt.renamed	A8WG70	Q9H819
OG0012266	Human.UniProt.renamed	Q6DBX1	Q9H944
OG0012267	Human.UniProt.renamed	Q2M5E9	Q9HAP6
OG0012268	Human.UniProt.renamed	Q6PEH9	Q9ULF5
OG0012269	Human.UniProt.renamed	A0A8M9PK69	Q9Y2T5
OG0012270	Human.UniProt.renamed	Q6PBL0	Q9Y3D7
OG0012271	Human.UniProt.renamed	A0A8M9QJ91	A6NFN3
OG0012272	Human.UniProt.renamed	B3DHJ6	A6NNA5
OG0012273	Human.UniProt.renamed	Q7ZVJ9	O00116
OG0012274	Human.UniProt.renamed	E7FBZ0	O00268
OG0012275	Human.UniProt.renamed	F1QRE0	O43929
OG0012276	Human.UniProt.renamed	Q06W28	O60939
OG0012277	Human.UniProt.renamed	Q6NZ30	O75071
OG0012278	Human.UniProt.renamed	A0A8M9PS59	O75161
OG0012279	Human.UniProt.renamed	A0A0A8P3N1	O95711
OG0012280	Human.UniProt.renamed	Q804H2	P04083
OG0012281	Human.UniProt.renamed	A0A8M2B9E2	P05549
OG0012282	Human.UniProt.renamed	Q6IQQ0	P46778
OG0012283	Human.UniProt.renamed	B0R107	P50458
OG0012284	Human.UniProt.renamed	A9JTH1	P61601
OG0012285	Human.UniProt.renamed	Q6IQ71	P83916
OG0012286	Human.UniProt.renamed	Q32PM3	Q13496
OG0012287	Human.UniProt.renamed	A0A8M2BKJ3	Q15052
OG0012288	Human.UniProt.renamed	Q6PEH5	Q15819
OG0012289	Human.UniProt.renamed	Q2WG80	Q5TAB7
OG0012290	Human.UniProt.renamed	A0A8M2BED4	Q5VT06
OG0012291	Human.UniProt.renamed	Q32PW3	Q6P1X5
OG0012292	Human.UniProt.renamed	A4IG71	Q86U90
OG0012293	Human.UniProt.renamed	A5YC44	Q8IYA7
OG0012294	Human.UniProt.renamed	B0S8I0	Q8N3Z3
OG0012295	Human.UniProt.renamed	Q5U3R2	Q8NA47
OG0012296	Human.UniProt.renamed	Q7SXZ3	Q8TB52
OG0012297	Human.UniProt.renamed	Q6PGZ3	Q8TDR0
OG0012298	Human.UniProt.renamed	E7F737	Q92997
OG0012299	Human.UniProt.renamed	Q6P5I8	Q969M3
OG0012300	Human.UniProt.renamed	Q803A6	Q9BTE3
OG0012301	Human.UniProt.renamed	F1QZ61	Q9BU76
OG0012302	Human.UniProt.renamed	A0A8M1P3C1	Q9BUR4
OG0012303	Human.UniProt.renamed	B8JMZ3	Q9C005
OG0012304	Human.UniProt.renamed	Q4KMJ5	Q9GZT8
OG0012305	Human.UniProt.renamed	Q7ZVW1	Q9H0C3
OG0012306	Human.UniProt.renamed	Q8JJ62	Q9HC07
OG0012307	Human.UniProt.renamed	O57457	Q9HCS5
OG0012308	Human.UniProt.renamed	Q3B728	Q9NX01
OG0012309	Human.UniProt.renamed	A5PMY1	Q9UJD0
OG0012310	Human.UniProt.renamed	A0A286Y804	Q9UQB3
OG0012311	Human.UniProt.renamed	A0A8N7TFD8	Q9Y250
OG0012312	Human.UniProt.renamed	A0A8M3AP01	Q9Y5Q5
OG0012313	Human.UniProt.renamed	Q6DHP0	Q9Y689
OG0012314	Human.UniProt.renamed	A0A8N7TER6	O14764
OG0012315	Human.UniProt.renamed	Q32PW5	O15455
OG0012316	Human.UniProt.renamed	A9X6Q5	O43474
OG0012317	Human.UniProt.renamed	A0A8M1N0V4	O60930
OG0012318	Human.UniProt.renamed	Q566T0	O75530
OG0012319	Human.UniProt.renamed	Q7ZW34	O94779
OG0012320	Human.UniProt.renamed	Q568D1	O95858
OG0012321	Human.UniProt.renamed	Q6PHI7	P00439
OG0012322	Human.UniProt.renamed	Q9MIX9	P03923
OG0012323	Human.UniProt.renamed	Q9I8G3	P05305
OG0012324	Human.UniProt.renamed	Q52JI3	P26998
OG0012325	Human.UniProt.renamed	A0A8M9QIA8	P29122
OG0012326	Human.UniProt.renamed	Q6NYS4	P30086
OG0012327	Human.UniProt.renamed	Q7ZW27	P48444
OG0012328	Human.UniProt.renamed	F1QJL4	P49916
OG0012329	Human.UniProt.renamed	A0A8M3BBF1	Q01432
OG0012330	Human.UniProt.renamed	A0A8M9PNN1	Q07092
OG0012331	Human.UniProt.renamed	F1Q5H4	Q14376
OG0012332	Human.UniProt.renamed	F1RCP1	Q14457
OG0012333	Human.UniProt.renamed	Q6NWD4	Q3ZCQ8
OG0012334	Human.UniProt.renamed	Q6PHL4	Q4KMZ8
OG0012335	Human.UniProt.renamed	E9QH03	Q5BKX6
OG0012336	Human.UniProt.renamed	A0A0G2KK80	Q5VT97
OG0012337	Human.UniProt.renamed	A0A8M6YZD6	Q6P531
OG0012338	Human.UniProt.renamed	Q7ZVT3	Q6UVJ0
OG0012339	Human.UniProt.renamed	Q503P5	Q6UXD7
OG0012340	Human.UniProt.renamed	Q6DGM6	Q8IZR5
OG0012341	Human.UniProt.renamed	A0A8M1RJN5	Q8N0X2
OG0012342	Human.UniProt.renamed	B0V1A5	Q8N6M6
OG0012343	Human.UniProt.renamed	E7FDP1	Q8NA66
OG0012344	Human.UniProt.renamed	Q08BA4	Q8NBW4
OG0012345	Human.UniProt.renamed	Q6PFM9	Q8TAF3
OG0012346	Human.UniProt.renamed	A0A8M1RNR8	Q8WWZ8
OG0012347	Human.UniProt.renamed	A0A8M9PXZ0	Q8WXI2
OG0012348	Human.UniProt.renamed	Q6PFQ3	Q92968
OG0012349	Human.UniProt.renamed	E7FCY5	Q96GR2
OG0012350	Human.UniProt.renamed	A4QNR8	Q96PV6
OG0012351	Human.UniProt.renamed	R4GEI9	Q96R06
OG0012352	Human.UniProt.renamed	A1L252	Q96S59
OG0012353	Human.UniProt.renamed	Q6TH01	Q99622
OG0012354	Human.UniProt.renamed	Q5U3G1	Q9BWP8
OG0012355	Human.UniProt.renamed	A0A8M2BC40	Q9HBM0
OG0012356	Human.UniProt.renamed	A8WG92	Q9NPH0
OG0012357	Human.UniProt.renamed	E7F7T1	Q9UD71
OG0012358	Human.UniProt.renamed	A0A140LGS0	Q9UPY5
OG0012359	Human.UniProt.renamed	Q568N4	Q9Y5J6
OG0012360	Human.UniProt.renamed	A0A8M1N1I1	Q9Y672
OG0012361	Human.UniProt.renamed	A0A8M9PJZ8	A0A1B0GUS0
OG0012362	Human.UniProt.renamed	A0A8M1RS65	H0YL14
OG0012363	Human.UniProt.renamed	Q502J7	O00399
OG0012364	Human.UniProt.renamed	B6V3E1	O14904
OG0012365	Human.UniProt.renamed	Q6DEF9	O15524
OG0012366	Human.UniProt.renamed	Q5EB15	O75439
OG0012367	Human.UniProt.renamed	F1Q6F3	P07357
OG0012368	Human.UniProt.renamed	Q7SXT1	P13686
OG0012369	Human.UniProt.renamed	Q90462	P17677
OG0012370	Human.UniProt.renamed	Q7ZVI5	P18545
OG0012371	Human.UniProt.renamed	P50392	P47712
OG0012372	Human.UniProt.renamed	Q803S7	P52701
OG0012373	Human.UniProt.renamed	Q6PUQ3	P61158
OG0012374	Human.UniProt.renamed	Q6TNW3	P61221
OG0012375	Human.UniProt.renamed	A0A0R4IQM9	P61764
OG0012376	Human.UniProt.renamed	Q6PC69	P62906
OG0012377	Human.UniProt.renamed	A0A0R4IJX1	Q14CZ7
OG0012378	Human.UniProt.renamed	Q6NYN4	Q15311
OG0012379	Human.UniProt.renamed	Q9DGE2	Q16539
OG0012380	Human.UniProt.renamed	Q3ZB90	Q3ZCT8
OG0012381	Human.UniProt.renamed	A0A8M1RJC3	Q4LEZ3
OG0012382	Human.UniProt.renamed	A0A8M1PZ03	Q5BKU9
OG0012383	Human.UniProt.renamed	Q5U3U0	Q5SRE7
OG0012384	Human.UniProt.renamed	B8JMG6	Q6P1X6
OG0012385	Human.UniProt.renamed	Q08C57	Q6P4F2
OG0012386	Human.UniProt.renamed	A0A8N7UT08	Q6UXT9
OG0012387	Human.UniProt.renamed	A0A8M9PZ52	Q86XT2
OG0012388	Human.UniProt.renamed	D3J0E7	Q86Y38
OG0012389	Human.UniProt.renamed	A0A8M2B912	Q8N766
OG0012390	Human.UniProt.renamed	A0A8M2B745	Q8NC44
OG0012391	Human.UniProt.renamed	Q803T4	Q8NEG7
OG0012392	Human.UniProt.renamed	A0A8M1PU45	Q92896
OG0012393	Human.UniProt.renamed	A0A8M9Q8A2	Q96CB9
OG0012394	Human.UniProt.renamed	Q6NYX1	Q96L50
OG0012395	Human.UniProt.renamed	A0A8M6YWR9	Q96PH1
OG0012396	Human.UniProt.renamed	A0A0R4IZE6	Q99489
OG0012397	Human.UniProt.renamed	Q6DGR0	Q9H2W6
OG0012398	Human.UniProt.renamed	Q1ED16	Q9H845
OG0012399	Human.UniProt.renamed	A8E7N5	Q9NRW7
OG0012400	Human.UniProt.renamed	A0A8M2BF11	Q9NYQ3
OG0012401	Human.UniProt.renamed	A0A0R4INF0	Q9P1Z0
OG0012402	Human.UniProt.renamed	Q7ZW65	Q9Y3A5
OG0012403	Human.UniProt.renamed	F1Q6Z3	Q9Y5U8
OG0012404	Human.UniProt.renamed	A0A2R8RPL3	A4QMS7
OG0012405	Human.UniProt.renamed	A0A2R8QKN2	O75360
OG0012406	Human.UniProt.renamed	Q6NY69	O95164
OG0012407	Human.UniProt.renamed	F1QZ60	P12956
OG0012408	Human.UniProt.renamed	A3KH13	P23297
OG0012409	Human.UniProt.renamed	A0A8M9QJB7	P23469
OG0012410	Human.UniProt.renamed	Q90X40	P49005
OG0012411	Human.UniProt.renamed	Q6TH05	P60520
OG0012412	Human.UniProt.renamed	Q6PH73	P62324
OG0012413	Human.UniProt.renamed	Q6DRP8	P78316
OG0012414	Human.UniProt.renamed	A0A0R4IUS5	P78317
OG0012415	Human.UniProt.renamed	Q8AXZ4	Q12860
OG0012416	Human.UniProt.renamed	A3KP44	Q13162
OG0012417	Human.UniProt.renamed	Q6IVV8	Q13563
OG0012418	Human.UniProt.renamed	A5WUL3	Q15528
OG0012419	Human.UniProt.renamed	Q6P2T6	Q16527
OG0012420	Human.UniProt.renamed	Q6NYF0	Q53H82
OG0012421	Human.UniProt.renamed	A0A8M9PLR8	Q64LD2
OG0012422	Human.UniProt.renamed	A0A8M1PSE4	Q6NSJ2
OG0012423	Human.UniProt.renamed	A3KNM5	Q7Z3B0
OG0012424	Human.UniProt.renamed	B8A5Q1	Q7Z449
OG0012425	Human.UniProt.renamed	A0A8M2BCS8	Q8IZQ1
