Orthogroup	Species	Human.UniProt.renamed	Orthologs
OG0009731	Zebrafish.UniProt.renamed	Q9HCL0	A0A8M2B3F9
OG0009732	Zebrafish.UniProt.renamed	Q9NQC1	E7F8E2
OG0009733	Zebrafish.UniProt.renamed	Q9NWX5	A0A8M2BE50
OG0009734	Zebrafish.UniProt.renamed	Q9NYB0	Q6NYJ3
OG0009735	Zebrafish.UniProt.renamed	Q9P0N9	F1QRX7
OG0009736	Zebrafish.UniProt.renamed	Q9UBL3	F1RAW8
OG0009737	Zebrafish.UniProt.renamed	Q9UHC9	A0A8M9QJ16
OG0009738	Zebrafish.UniProt.renamed	Q9UJ14	A0A8M9PTA1
OG0009739	Zebrafish.UniProt.renamed	Q9UKV5	F1QB30
OG0009740	Zebrafish.UniProt.renamed	Q9Y2I6	G9G127
OG0009741	Zebrafish.UniProt.renamed	Q9Y4W2	A2CF03
OG0009742	Zebrafish.UniProt.renamed	Q9Y5J1	Q08C85
OG0009743	Zebrafish.UniProt.renamed	A0PJK1	F1Q7N5
OG0009744	Zebrafish.UniProt.renamed	O43818	A0A2R8RL46
OG0009745	Zebrafish.UniProt.renamed	O95257	Q6P021
OG0009746	Zebrafish.UniProt.renamed	O95390	Q8JFP9
OG0009747	Zebrafish.UniProt.renamed	O95672	A0A8M9P7I8
OG0009748	Zebrafish.UniProt.renamed	P11831	A8HAM3
OG0009749	Zebrafish.UniProt.renamed	P17481	Q8AWZ0
OG0009750	Zebrafish.UniProt.renamed	P26358	A0A8M6YUX4
OG0009751	Zebrafish.UniProt.renamed	P31040	Q7ZVF3
OG0009752	Zebrafish.UniProt.renamed	P36871	Q7SXW7
OG0009753	Zebrafish.UniProt.renamed	P51397	Q9I9N1
OG0009754	Zebrafish.UniProt.renamed	P51688	B0V3V9
OG0009755	Zebrafish.UniProt.renamed	P56937	Q08BC5
OG0009756	Zebrafish.UniProt.renamed	P60900	Q6DGY8
OG0009757	Zebrafish.UniProt.renamed	P62829	Q6PC14
OG0009758	Zebrafish.UniProt.renamed	Q02153	F1QNR4
OG0009759	Zebrafish.UniProt.renamed	Q0VF49	A0A8M9QFT6
OG0009760	Zebrafish.UniProt.renamed	Q13023	F1QAQ3
OG0009761	Zebrafish.UniProt.renamed	Q16875	Q6P951
OG0009762	Zebrafish.UniProt.renamed	Q1L6U9	A0A8M9Q9E2
OG0009763	Zebrafish.UniProt.renamed	Q3KP44	A0A8M1PT06
OG0009764	Zebrafish.UniProt.renamed	Q496J9	A2CF25
OG0009765	Zebrafish.UniProt.renamed	Q5VUA4	A0A8M1RKK4
OG0009766	Zebrafish.UniProt.renamed	Q5VYY1	Q7ZUF7
OG0009767	Zebrafish.UniProt.renamed	Q6P2E9	Q1LUT1
OG0009768	Zebrafish.UniProt.renamed	Q6UXX5	A0A8M3AYJ4
OG0009769	Zebrafish.UniProt.renamed	Q7L0J3	E7F6Z2
OG0009770	Zebrafish.UniProt.renamed	Q8N3G9	A8KC42
OG0009771	Zebrafish.UniProt.renamed	Q8WWY3	Q7SXM7
OG0009772	Zebrafish.UniProt.renamed	Q96IY1	Q5RGS8
OG0009773	Zebrafish.UniProt.renamed	Q9BQ24	B8A6I2
OG0009774	Zebrafish.UniProt.renamed	Q9BVL2	A0A8M2B9R7
OG0009775	Zebrafish.UniProt.renamed	Q9GZV1	A0A8M9QAS9
OG0009776	Zebrafish.UniProt.renamed	Q9GZX9	Q9DGH0
OG0009777	Zebrafish.UniProt.renamed	Q9NU22	A0A8M1RP38
OG0009778	Zebrafish.UniProt.renamed	Q9NVM6	Q7ZUU4
OG0009779	Zebrafish.UniProt.renamed	Q9NWQ8	F6P529
OG0009780	Zebrafish.UniProt.renamed	Q9UJC5	Q6GMK7
OG0009781	Zebrafish.UniProt.renamed	Q9UL01	Q5RGL8
OG0009782	Zebrafish.UniProt.renamed	Q9Y661	F1QME4
OG0009783	Zebrafish.UniProt.renamed	Q9Y6Q6	A0A8M9Q849
OG0009784	Zebrafish.UniProt.renamed	A2RUC4	Q08BV2
OG0009785	Zebrafish.UniProt.renamed	O14908	Q6B337
OG0009786	Zebrafish.UniProt.renamed	O75558	Q6NXB1
OG0009787	Zebrafish.UniProt.renamed	O95166	Q6PSS4
OG0009788	Zebrafish.UniProt.renamed	P07099	Q7ZVB4
OG0009789	Zebrafish.UniProt.renamed	P08912	Q5TYU9
OG0009790	Zebrafish.UniProt.renamed	P16260	B8A698
OG0009791	Zebrafish.UniProt.renamed	P25705	Q08BA1
OG0009792	Zebrafish.UniProt.renamed	P31645	Q1WGB5
OG0009793	Zebrafish.UniProt.renamed	P35367	A0A8M3B6M8
OG0009794	Zebrafish.UniProt.renamed	P51161	Q6IMW5
OG0009795	Zebrafish.UniProt.renamed	P53778	O42376
OG0009796	Zebrafish.UniProt.renamed	P61086	Q5PR60
OG0009797	Zebrafish.UniProt.renamed	P62753	Q6DHL6
OG0009798	Zebrafish.UniProt.renamed	P83369	A0A8M6Z9X5
OG0009799	Zebrafish.UniProt.renamed	Q02556	Q6DHK7
OG0009800	Zebrafish.UniProt.renamed	Q0VAA5	A0A8N7UQW3
OG0009801	Zebrafish.UniProt.renamed	Q0VDG4	Q803W1
OG0009802	Zebrafish.UniProt.renamed	Q0VDI3	Q6DC75
OG0009803	Zebrafish.UniProt.renamed	Q13191	A0A8M9PFD0
OG0009804	Zebrafish.UniProt.renamed	Q15388	Q6DH66
OG0009805	Zebrafish.UniProt.renamed	Q15738	Q566U2
OG0009806	Zebrafish.UniProt.renamed	Q6UWJ1	A0A8M9PJF7
OG0009807	Zebrafish.UniProt.renamed	Q7L5Y6	Q6DG33
OG0009808	Zebrafish.UniProt.renamed	Q7L9B9	Q6TEQ0
OG0009809	Zebrafish.UniProt.renamed	Q7RTX0	Q2MHK9
OG0009810	Zebrafish.UniProt.renamed	Q86UW9	B2KJ27
OG0009811	Zebrafish.UniProt.renamed	Q8N1F7	Q7ZU29
OG0009812	Zebrafish.UniProt.renamed	Q8TB92	A8WG57
OG0009813	Zebrafish.UniProt.renamed	Q96GD0	B3DI21
OG0009814	Zebrafish.UniProt.renamed	Q96SI9	A0A8M2B247
OG0009815	Zebrafish.UniProt.renamed	Q9BRA0	A2BIG9
OG0009816	Zebrafish.UniProt.renamed	Q9BSW7	A0A8M1QHQ7
OG0009817	Zebrafish.UniProt.renamed	Q9BYT3	Q5RHZ0
OG0009818	Zebrafish.UniProt.renamed	Q9H900	A5WWB6
OG0009819	Zebrafish.UniProt.renamed	Q9NRZ5	Q6PGY2
OG0009820	Zebrafish.UniProt.renamed	Q9NVC6	Q08BY1
OG0009821	Zebrafish.UniProt.renamed	Q9NX24	Q6PBV6
OG0009822	Zebrafish.UniProt.renamed	Q9UIF7	B8JJK1
OG0009823	Zebrafish.UniProt.renamed	A1X283	A0A0R4IMX7
OG0009824	Zebrafish.UniProt.renamed	A2IDD5	A0A8M9PEB9
OG0009825	Zebrafish.UniProt.renamed	O00178	A0A8M2BBB3
OG0009826	Zebrafish.UniProt.renamed	O15327	A0A8M3AKS0
OG0009827	Zebrafish.UniProt.renamed	P00387	Q6NYE6
OG0009828	Zebrafish.UniProt.renamed	P09622	Q803L1
OG0009829	Zebrafish.UniProt.renamed	P38117	Q7ZV76
OG0009830	Zebrafish.UniProt.renamed	P41212	Q7ZU22
OG0009831	Zebrafish.UniProt.renamed	P43004	A0A8N7UZX7
OG0009832	Zebrafish.UniProt.renamed	P50552	Q1LVK6
OG0009833	Zebrafish.UniProt.renamed	P52655	Q7ZUK2
OG0009834	Zebrafish.UniProt.renamed	P55263	Q7ZTT5
OG0009835	Zebrafish.UniProt.renamed	P62140	Q1JPZ8
OG0009836	Zebrafish.UniProt.renamed	P81877	A0A0R4IQW8
OG0009837	Zebrafish.UniProt.renamed	Q09161	A0A8M2B3F0
OG0009838	Zebrafish.UniProt.renamed	Q13480	A0A8M6YUV9
OG0009839	Zebrafish.UniProt.renamed	Q2TAL6	B0I1T8
OG0009840	Zebrafish.UniProt.renamed	Q68BL8	A0A8N7UVJ6
OG0009841	Zebrafish.UniProt.renamed	Q6P9B6	Q1LWV7
OG0009842	Zebrafish.UniProt.renamed	Q86YD5	B3DJ30
OG0009843	Zebrafish.UniProt.renamed	Q8N565	Q6GQM0
OG0009844	Zebrafish.UniProt.renamed	Q8N8N7	A0A8M1P4D1
OG0009845	Zebrafish.UniProt.renamed	Q8N9V7	A0A0N4SUA6
OG0009846	Zebrafish.UniProt.renamed	Q8TBZ6	E7FBE2
OG0009847	Zebrafish.UniProt.renamed	Q8TC84	A0A8M1RRC4
OG0009848	Zebrafish.UniProt.renamed	Q8TCD6	A9JRB9
OG0009849	Zebrafish.UniProt.renamed	Q8TD08	A0A8M3AL82
OG0009850	Zebrafish.UniProt.renamed	Q8WVC6	Q0P4C4
OG0009851	Zebrafish.UniProt.renamed	Q96C34	A0A8M2BB57
OG0009852	Zebrafish.UniProt.renamed	Q96DX7	A0A8M6YVZ0
OG0009853	Zebrafish.UniProt.renamed	Q96LJ8	Q0P3Z8
OG0009854	Zebrafish.UniProt.renamed	Q9BRL7	E9QFN4
OG0009855	Zebrafish.UniProt.renamed	Q9BXW6	A0A8M9Q392
OG0009856	Zebrafish.UniProt.renamed	Q9H6R3	A0A8N7TBI0
OG0009857	Zebrafish.UniProt.renamed	Q9H9A5	Q08CL8
OG0009858	Zebrafish.UniProt.renamed	Q9NPI8	A4QNZ2
OG0009859	Zebrafish.UniProt.renamed	Q9NRX2	Q66I81
OG0009860	Zebrafish.UniProt.renamed	Q9P253	P59015
OG0009861	Zebrafish.UniProt.renamed	Q9P2B7	B8JIG1
OG0009862	Zebrafish.UniProt.renamed	Q9Y2V7	A0A0R4IS45
OG0009863	Zebrafish.UniProt.renamed	Q9Y4D7	Q6DSU3
OG0009864	Zebrafish.UniProt.renamed	A7MBM2	Q6R5J1
OG0009865	Zebrafish.UniProt.renamed	O00244	E7FEZ9
OG0009866	Zebrafish.UniProt.renamed	O43623	Q5PQY5
OG0009867	Zebrafish.UniProt.renamed	O95104	E7F4U8
OG0009868	Zebrafish.UniProt.renamed	P00451	A0A8M3BEX0
OG0009869	Zebrafish.UniProt.renamed	P15291	C1KH59
OG0009870	Zebrafish.UniProt.renamed	P20042	Q6NY78
OG0009871	Zebrafish.UniProt.renamed	P36542	A0A8M1P526
OG0009872	Zebrafish.UniProt.renamed	P49675	Q9DG10
OG0009873	Zebrafish.UniProt.renamed	P82932	Q0P459
OG0009874	Zebrafish.UniProt.renamed	Q02224	E7F2U4
OG0009875	Zebrafish.UniProt.renamed	Q12929	A0A8M3AYF2
OG0009876	Zebrafish.UniProt.renamed	Q13685	Q6NW65
OG0009877	Zebrafish.UniProt.renamed	Q15131	F1QKU6
OG0009878	Zebrafish.UniProt.renamed	Q15742	A9JRC0
OG0009879	Zebrafish.UniProt.renamed	Q4V328	B0UYE9
OG0009880	Zebrafish.UniProt.renamed	Q53HV7	A0A0G2KZ26
OG0009881	Zebrafish.UniProt.renamed	Q5FVE4	A0A8M1NJ75
OG0009882	Zebrafish.UniProt.renamed	Q5VUJ9	A0A8M1P370
OG0009883	Zebrafish.UniProt.renamed	Q6NUP7	F1QXK8
OG0009884	Zebrafish.UniProt.renamed	Q86T96	A0A8N7UT38
OG0009885	Zebrafish.UniProt.renamed	Q8IWX5	E7FA01
OG0009886	Zebrafish.UniProt.renamed	Q8IX90	Q58EL7
OG0009887	Zebrafish.UniProt.renamed	Q8IZ08	A0A8N7UUR0
OG0009888	Zebrafish.UniProt.renamed	Q8N0Z6	Q567H0
OG0009889	Zebrafish.UniProt.renamed	Q8NBJ4	F1QI79
OG0009890	Zebrafish.UniProt.renamed	Q8NCR0	Q502B3
OG0009891	Zebrafish.UniProt.renamed	Q96T53	B1Q006
OG0009892	Zebrafish.UniProt.renamed	Q99551	A0A8M1RJ98
OG0009893	Zebrafish.UniProt.renamed	Q99962	A0A8M1NYJ7
OG0009894	Zebrafish.UniProt.renamed	Q9BXP5	Q66I22
OG0009895	Zebrafish.UniProt.renamed	Q9H422	Q1LUZ7
OG0009896	Zebrafish.UniProt.renamed	Q9H492	Q6NX90
OG0009897	Zebrafish.UniProt.renamed	Q9HBK9	Q29R95
OG0009898	Zebrafish.UniProt.renamed	Q9NPE2	Q1JPS4
OG0009899	Zebrafish.UniProt.renamed	Q9P2H3	A0A8M2BKN3
OG0009900	Zebrafish.UniProt.renamed	Q9UD57	B8A4P8
OG0009901	Zebrafish.UniProt.renamed	Q9UEE9	A3KPL8
OG0009902	Zebrafish.UniProt.renamed	Q9ULV5	Q5CZP2
OG0009903	Zebrafish.UniProt.renamed	Q9UNM6	Q7ZU69
OG0009904	Zebrafish.UniProt.renamed	Q9Y5Z4	Q7ZVA9
OG0009905	Zebrafish.UniProt.renamed	A1A5B4	E7F503
OG0009906	Zebrafish.UniProt.renamed	O00443	A0A8M2B5U1
OG0009907	Zebrafish.UniProt.renamed	O14514	A0A2R8PX08
OG0009908	Zebrafish.UniProt.renamed	O15431	F1QKH1
OG0009909	Zebrafish.UniProt.renamed	O95478	F1QDL2
OG0009910	Zebrafish.UniProt.renamed	P06753	P13104
OG0009911	Zebrafish.UniProt.renamed	P09848	F1Q8B5
OG0009912	Zebrafish.UniProt.renamed	P15907	F1QMH5
OG0009913	Zebrafish.UniProt.renamed	P20062	F2Z4S3
OG0009914	Zebrafish.UniProt.renamed	P34981	A8E7L5
OG0009915	Zebrafish.UniProt.renamed	P54886	A0A8M3B4R7
OG0009916	Zebrafish.UniProt.renamed	P56179	Q98877
OG0009917	Zebrafish.UniProt.renamed	P56377	Q6P0R9
OG0009918	Zebrafish.UniProt.renamed	P58304	O42477
OG0009919	Zebrafish.UniProt.renamed	Q01094	A0A8M2BLX5
OG0009920	Zebrafish.UniProt.renamed	Q13895	Q7T3F8
OG0009921	Zebrafish.UniProt.renamed	Q14154	A1A5V4
OG0009922	Zebrafish.UniProt.renamed	Q16082	Q566R8
OG0009923	Zebrafish.UniProt.renamed	Q2M1Z3	E9QGF9
OG0009924	Zebrafish.UniProt.renamed	Q53H54	Q0P466
OG0009925	Zebrafish.UniProt.renamed	Q5HYK3	Q66L51
OG0009926	Zebrafish.UniProt.renamed	Q5QP82	Q6NWH1
OG0009927	Zebrafish.UniProt.renamed	Q5SNT2	A4IG66
OG0009928	Zebrafish.UniProt.renamed	Q6P1L5	X1WG31
OG0009930	Zebrafish.UniProt.renamed	Q6UWH6	Q503X9
OG0009931	Zebrafish.UniProt.renamed	Q86VV8	E7F7S8
OG0009932	Zebrafish.UniProt.renamed	Q8IUR5	F1QF84
OG0009933	Zebrafish.UniProt.renamed	Q8IVL8	B8JLQ9
OG0009934	Zebrafish.UniProt.renamed	Q8IWA5	Q7SYC9
OG0009935	Zebrafish.UniProt.renamed	Q8N398	A0A8M9P1N5
OG0009936	Zebrafish.UniProt.renamed	Q8N5C7	Q5XJ56
OG0009937	Zebrafish.UniProt.renamed	Q8NBH2	A0A8M9PSF2
OG0009938	Zebrafish.UniProt.renamed	Q8NCH0	Q805E5
OG0009939	Zebrafish.UniProt.renamed	Q8WYK2	E7F1F6
OG0009940	Zebrafish.UniProt.renamed	Q96B26	Q6DRN4
OG0009941	Zebrafish.UniProt.renamed	Q96KS9	Q5RFZ7
OG0009942	Zebrafish.UniProt.renamed	Q99967	Q5XJD6
OG0009943	Zebrafish.UniProt.renamed	Q99985	A0A8M6Z658
OG0009944	Zebrafish.UniProt.renamed	Q9BV10	A5PLJ6
OG0009945	Zebrafish.UniProt.renamed	Q9H2D1	Q5CZP1
OG0009946	Zebrafish.UniProt.renamed	Q9H2H8	Q6IQL3
OG0009947	Zebrafish.UniProt.renamed	Q9NVP1	Q6DRL1
OG0009948	Zebrafish.UniProt.renamed	Q9NVQ4	Q6DGY1
OG0009949	Zebrafish.UniProt.renamed	Q9UBE8	E7F1L8
OG0009950	Zebrafish.UniProt.renamed	Q9UBL9	Q7SZL9
OG0009951	Zebrafish.UniProt.renamed	Q9UPU7	E7FB23
OG0009952	Zebrafish.UniProt.renamed	Q9Y2W7	Q6PBP8
OG0009953	Zebrafish.UniProt.renamed	Q9Y3B7	Q6DGU3
OG0009954	Zebrafish.UniProt.renamed	Q9Y6G1	A3KP91
OG0009955	Zebrafish.UniProt.renamed	A1L020	E7EXM9
OG0009956	Zebrafish.UniProt.renamed	A6NKN8	Q7T133
OG0009957	Zebrafish.UniProt.renamed	O00299	Q6NYF2
OG0009958	Zebrafish.UniProt.renamed	O43320	Q2HXK8
OG0009959	Zebrafish.UniProt.renamed	O43504	E7FA90
OG0009960	Zebrafish.UniProt.renamed	O75716	Q566X9
OG0009961	Zebrafish.UniProt.renamed	O75832	Q6TGV5
OG0009962	Zebrafish.UniProt.renamed	O94887	A0A8M3ATD1
OG0009963	Zebrafish.UniProt.renamed	P09110	Q6GQN6
OG0009964	Zebrafish.UniProt.renamed	P17544	Q4VGW9
OG0009965	Zebrafish.UniProt.renamed	P26012	A0A8M9PB88
OG0009966	Zebrafish.UniProt.renamed	P41440	E7F2A7
OG0009967	Zebrafish.UniProt.renamed	P43166	Q6PBI7
OG0009968	Zebrafish.UniProt.renamed	P49802	A0A8M9PKN0
OG0009969	Zebrafish.UniProt.renamed	P56211	Q7ZUT5
OG0009970	Zebrafish.UniProt.renamed	Q03393	A5PKS5
OG0009971	Zebrafish.UniProt.renamed	Q06190	E9QG28
OG0009972	Zebrafish.UniProt.renamed	Q06787	Q9DF20
OG0009973	Zebrafish.UniProt.renamed	Q15077	A0A8N7T841
OG0009974	Zebrafish.UniProt.renamed	Q15386	Q1LY19
OG0009975	Zebrafish.UniProt.renamed	Q15475	Q6NZ04
OG0009976	Zebrafish.UniProt.renamed	Q15582	Q7T1R2
OG0009977	Zebrafish.UniProt.renamed	Q16222	A0A0R4INK2
OG0009978	Zebrafish.UniProt.renamed	Q2VPB7	F1QPU4
OG0009979	Zebrafish.UniProt.renamed	Q53S58	Q6PBI8
OG0009980	Zebrafish.UniProt.renamed	Q5JS13	B0UXH6
OG0009981	Zebrafish.UniProt.renamed	Q6DWJ6	A0A8M9PJM2
OG0009982	Zebrafish.UniProt.renamed	Q6XD76	A0A8M9PUT6
OG0009983	Zebrafish.UniProt.renamed	Q7Z6J2	Q29RA7
OG0009984	Zebrafish.UniProt.renamed	Q8IVT5	A0A8M1QUL5
OG0009985	Zebrafish.UniProt.renamed	Q8NCN4	E7FAP1
OG0009986	Zebrafish.UniProt.renamed	Q8NFD2	B3DHM4
OG0009987	Zebrafish.UniProt.renamed	Q8NG68	F1QP95
OG0009988	Zebrafish.UniProt.renamed	Q8TB45	A0A8M2BKU4
OG0009989	Zebrafish.UniProt.renamed	Q8WV28	A0A8M6Z948
OG0009990	Zebrafish.UniProt.renamed	Q8WVI0	E7FFR8
OG0009991	Zebrafish.UniProt.renamed	Q8WXB1	Q5BLD8
OG0009992	Zebrafish.UniProt.renamed	Q969F1	Q7ZUJ5
OG0009993	Zebrafish.UniProt.renamed	Q969V3	Q6NZ07
OG0009994	Zebrafish.UniProt.renamed	Q96EN9	B8JL57
OG0009995	Zebrafish.UniProt.renamed	Q96GC5	Q5EAS0
OG0009996	Zebrafish.UniProt.renamed	Q96I24	Q5RKQ3
OG0009997	Zebrafish.UniProt.renamed	Q9BPU6	Q52PJ7
OG0009998	Zebrafish.UniProt.renamed	Q9BT78	Q6P0H6
OG0009999	Zebrafish.UniProt.renamed	Q9C0J9	Q2PGD2
OG0010000	Zebrafish.UniProt.renamed	Q9H553	F1QPS1
OG0010001	Zebrafish.UniProt.renamed	Q9NS23	Q66HV2
OG0010002	Zebrafish.UniProt.renamed	Q9NY97	E9QF32
OG0010003	Zebrafish.UniProt.renamed	Q9P2D6	A0A8M6Z9L3
OG0010004	Zebrafish.UniProt.renamed	Q9UDW1	A0A0G2L2Q2
OG0010005	Zebrafish.UniProt.renamed	Q9UHQ4	Q4VBR6
OG0010006	Zebrafish.UniProt.renamed	Q9UJ68	Q5TZ05
OG0010007	Zebrafish.UniProt.renamed	Q9UK97	Q6P3K3
OG0010008	Zebrafish.UniProt.renamed	Q9UMZ2	A0A8M2B3R6
OG0010009	Zebrafish.UniProt.renamed	Q9UNP9	Q561T2
OG0010010	Zebrafish.UniProt.renamed	Q9Y4P3	E7F4J8
OG0010011	Zebrafish.UniProt.renamed	A2A2Y4	A0A8M3BC47
OG0010012	Zebrafish.UniProt.renamed	O00170	Q90ZC5
OG0010013	Zebrafish.UniProt.renamed	O00192	A0A8M3ASI2
OG0010014	Zebrafish.UniProt.renamed	O43143	E7F3I8
OG0010015	Zebrafish.UniProt.renamed	O43852	Q7SXV9
OG0010016	Zebrafish.UniProt.renamed	O60909	A8WHZ0
OG0010017	Zebrafish.UniProt.renamed	O75170	Q5RGI5
OG0010018	Zebrafish.UniProt.renamed	P00403	Q9MIY7
OG0010019	Zebrafish.UniProt.renamed	P00480	E9QHD9
OG0010020	Zebrafish.UniProt.renamed	P08758	Q803A1
OG0010021	Zebrafish.UniProt.renamed	P25105	E7EZR6
OG0010022	Zebrafish.UniProt.renamed	P29120	B6VCA1
OG0010023	Zebrafish.UniProt.renamed	P42127	B3DGI7
OG0010024	Zebrafish.UniProt.renamed	P46095	A0A0G2L0R2
OG0010025	Zebrafish.UniProt.renamed	P46937	Q1L8J7
OG0010026	Zebrafish.UniProt.renamed	P52657	Q503H9
OG0010027	Zebrafish.UniProt.renamed	P53567	Q8UVY8
OG0010028	Zebrafish.UniProt.renamed	P58335	A4QP34
OG0010029	Zebrafish.UniProt.renamed	P63027	Q7SZZ5
OG0010030	Zebrafish.UniProt.renamed	Q07837	A0A8N7UVN9
OG0010031	Zebrafish.UniProt.renamed	Q14331	Q566W5
OG0010032	Zebrafish.UniProt.renamed	Q32M84	A0A8M3BE27
OG0010033	Zebrafish.UniProt.renamed	Q4LDE5	A0A1D5NSM8
OG0010034	Zebrafish.UniProt.renamed	Q5BJD5	A1A5V7
OG0010035	Zebrafish.UniProt.renamed	Q69YL0	A0A0R4IQN0
OG0010036	Zebrafish.UniProt.renamed	Q6P4A7	A8E7G5
OG0010037	Zebrafish.UniProt.renamed	Q71RG4	Q8JFU2
OG0010038	Zebrafish.UniProt.renamed	Q86V48	A0A8N7UVR0
OG0010039	Zebrafish.UniProt.renamed	Q8N448	F1R5N4
OG0010040	Zebrafish.UniProt.renamed	Q8TEK3	A0A8M2BHW6
OG0010041	Zebrafish.UniProt.renamed	Q8WXD2	A3KQQ9
OG0010042	Zebrafish.UniProt.renamed	Q8WYN3	A0A2R8RSH3
OG0010043	Zebrafish.UniProt.renamed	Q96FN9	Q68EL2
OG0010044	Zebrafish.UniProt.renamed	Q96PM9	A0A8M3AN31
OG0010045	Zebrafish.UniProt.renamed	Q99952	Q5BJ20
OG0010046	Zebrafish.UniProt.renamed	Q9BXB4	A0A8N7UVT3
OG0010047	Zebrafish.UniProt.renamed	Q9HCP0	Q5PRD4
OG0010048	Zebrafish.UniProt.renamed	Q9NQ48	Q7ZV21
OG0010049	Zebrafish.UniProt.renamed	Q9NRY5	A0A8M6YX33
OG0010050	Zebrafish.UniProt.renamed	Q9NZM4	A0A8M2B5V9
OG0010051	Zebrafish.UniProt.renamed	Q9UGI0	A0JMQ9
OG0010052	Zebrafish.UniProt.renamed	Q9UM54	A0A8M1N1X8
OG0010053	Zebrafish.UniProt.renamed	Q9Y2D5	A0A8M9QBS9
OG0010054	Zebrafish.UniProt.renamed	Q9Y5R4	A9JRU0
OG0010055	Zebrafish.UniProt.renamed	Q9Y6N5	F1QYT2
OG0010056	Zebrafish.UniProt.renamed	A5PLK6	A0A8M9Q7D7
OG0010057	Zebrafish.UniProt.renamed	A6NGN9	A4JYK9
OG0010059	Zebrafish.UniProt.renamed	O95972	Q58FS4
OG0010060	Zebrafish.UniProt.renamed	P23025	Q7SY02
OG0010061	Zebrafish.UniProt.renamed	P53367	A0A8M2BI30
OG0010062	Zebrafish.UniProt.renamed	P55327	A0A8M2B6H9
OG0010063	Zebrafish.UniProt.renamed	Q12986	A0A1D5NSC5
OG0010064	Zebrafish.UniProt.renamed	Q15319	Q90435
OG0010065	Zebrafish.UniProt.renamed	Q15846	A5PMY8
OG0010066	Zebrafish.UniProt.renamed	Q3KRA6	Q66IB8
OG0010067	Zebrafish.UniProt.renamed	Q4ZG55	A0A2R8QFH6
OG0010068	Zebrafish.UniProt.renamed	Q5C9Z4	Q1LY17
OG0010069	Zebrafish.UniProt.renamed	Q5SY16	E7F654
OG0010070	Zebrafish.UniProt.renamed	Q5TCY1	A0A8M9PVD4
OG0010071	Zebrafish.UniProt.renamed	Q6IE81	Q803A0
OG0010072	Zebrafish.UniProt.renamed	Q6PEY0	Q5SNV2
OG0010073	Zebrafish.UniProt.renamed	Q8IWB9	E7F4E5
OG0010074	Zebrafish.UniProt.renamed	Q8IXB3	A0A8M2B4G6
OG0010075	Zebrafish.UniProt.renamed	Q8NA29	Q6DEJ6
OG0010076	Zebrafish.UniProt.renamed	Q8NDG6	B8A4F4
OG0010077	Zebrafish.UniProt.renamed	Q92485	A0A8M1P530
OG0010078	Zebrafish.UniProt.renamed	Q96A84	A0A8M2BCG7
OG0010079	Zebrafish.UniProt.renamed	Q96M53	A0A8M6Z3N1
OG0010080	Zebrafish.UniProt.renamed	Q96PU8	Q6P104
OG0010081	Zebrafish.UniProt.renamed	Q99946	F1R6N6
OG0010082	Zebrafish.UniProt.renamed	Q9H082	Q498P3
OG0010083	Zebrafish.UniProt.renamed	Q9H410	E7FD92
OG0010084	Zebrafish.UniProt.renamed	Q9HAE3	Q1LWZ0
OG0010085	Zebrafish.UniProt.renamed	Q9NP90	A0A8M3BF01
OG0010086	Zebrafish.UniProt.renamed	Q9NQ75	E7FDH3
OG0010087	Zebrafish.UniProt.renamed	Q9NZ71	P0C928
OG0010088	Zebrafish.UniProt.renamed	Q9NZN8	A0A8M2BA34
OG0010089	Zebrafish.UniProt.renamed	Q9ULM3	F1QAV3
OG0010090	Zebrafish.UniProt.renamed	Q9UMX5	Q08CU3
OG0010091	Zebrafish.UniProt.renamed	Q9Y342	A3KQ86
OG0010092	Zebrafish.UniProt.renamed	Q9Y4R7	Q1ECV4
OG0010094	Zebrafish.UniProt.renamed	O00193	Q7ZVC9
OG0010095	Zebrafish.UniProt.renamed	O43711	Q8JI11
OG0010096	Zebrafish.UniProt.renamed	O60303	A0A8M1RPB8
OG0010097	Zebrafish.UniProt.renamed	O75829	P58239
OG0010098	Zebrafish.UniProt.renamed	O95848	Q1LXZ5
OG0010099	Zebrafish.UniProt.renamed	P04406	Q5XJ10
OG0010100	Zebrafish.UniProt.renamed	P06401	C9V3N7
OG0010101	Zebrafish.UniProt.renamed	P09874	Q5RHR0
OG0010102	Zebrafish.UniProt.renamed	P0CG40	Q6NW96
OG0010103	Zebrafish.UniProt.renamed	P18507	F1RDP2
OG0010104	Zebrafish.UniProt.renamed	P36894	Q1RLX1
OG0010105	Zebrafish.UniProt.renamed	P60602	Q6NYD1
OG0010106	Zebrafish.UniProt.renamed	P62136	Q6NSN6
OG0010107	Zebrafish.UniProt.renamed	P82663	Q567W4
OG0010108	Zebrafish.UniProt.renamed	Q06432	E7F1R5
OG0010109	Zebrafish.UniProt.renamed	Q08117	Q9PTS6
OG0010110	Zebrafish.UniProt.renamed	Q09013	A0A8M3B300
OG0010111	Zebrafish.UniProt.renamed	Q14847	Q6NYJ1
OG0010112	Zebrafish.UniProt.renamed	Q2M1K9	A1L1R6
OG0010113	Zebrafish.UniProt.renamed	Q3LXA3	Q08CB4
OG0010114	Zebrafish.UniProt.renamed	Q5JTH9	Q4KMF4
OG0010115	Zebrafish.UniProt.renamed	Q5JVS0	Q5XJA5
