Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed
OG0010963	Q5EAP5	P48378
OG0010964	Q1LU90	P50222
OG0010965	Q6P0D8	P57768
OG0010966	A0A2R8Q6Z4	Q04671
OG0010967	A0A8N7UW23	Q06187
OG0010968	Q6DRK2	Q12874
OG0010969	Q6PHD9	Q13228
OG0010970	A0A8M1REG3	Q15004
OG0010971	Q7ZUV4	Q15269
OG0010972	A2BGR3	Q2NKX8
OG0010973	A7E2M3	Q5UCC4
OG0010974	Q6PFJ0	Q6DKI1
OG0010975	Q567H6	Q6PF18
OG0010976	F1Q5C9	Q6UXX9
OG0010977	X1WGA9	Q6ZMZ3
OG0010978	Q5SNQ6	Q6ZYL4
OG0010979	A3KQN9	Q75QN2
OG0010980	B0R111	Q7Z570
OG0010981	A2RRV3	Q86TB9
OG0010982	Q801V1	Q86VI4
OG0010983	A5D8K9	Q8N2G6
OG0010984	A0A8M6YWK0	Q8NB78
OG0010985	A0A8M2B3G0	Q8NEM0
OG0010986	B8A4M2	Q8WY98
OG0010987	Q6A3P5	Q92597
OG0010988	Q1LUC3	Q92831
OG0010989	A0A8M2BDU6	Q93100
OG0010990	A8WFS8	Q96FM1
OG0010991	Q6P3G2	Q96L92
OG0010992	A0A0G2KHQ4	Q9BV47
OG0010993	F1R335	Q9H1A3
OG0010994	Q6P0C5	Q9H7B2
OG0010995	A0A8M9PHA0	Q9NPB8
OG0010996	Q66HU7	Q9NR77
OG0010997	Q66IB0	Q9NUP9
OG0010998	Q7ZVP8	Q9NVV0
OG0010999	Q4V8U5	Q9NW15
OG0011000	Q6P5L7	Q9NWB6
OG0011001	F6NKZ9	Q9UMQ3
OG0011002	A0A8M2BAV5	Q9UQB8
OG0011003	A0A8M3AIK7	A0A0U1RR37
OG0011004	Q1LY80	A0PK00
OG0011005	B0UYI0	O00311
OG0011006	Q7T010	O75879
OG0011007	E7FFA5	P12821
OG0011008	A0A8M2BJ50	P20290
OG0011009	Q7ZVY0	P31483
OG0011010	Q6PBZ7	P49789
OG0011011	P62084	P62081
OG0011012	Q6Q419	P62273
OG0011013	F8W4R5	P62699
OG0011014	A0A140LG86	Q08830
OG0011015	A0A8M1Q7X2	Q13362
OG0011016	F1Q8T4	Q13797
OG0011017	F1QH89	Q2TB10
OG0011018	Q7T305	Q5MNZ9
OG0011019	A0A8M9PIX7	Q5PRF9
OG0011020	A0A8M9QAK0	Q5T011
OG0011021	B7ZD94	Q5T5X7
OG0011022	Q6P606	Q5XG99
OG0011023	A0A8M1Q249	Q6NSI4
OG0011024	A0A8M2B4I2	Q6P2Q9
OG0011025	B3DFU5	Q6P9G4
OG0011026	E7F1G2	Q8IYT3
OG0011027	Q0P494	Q8N6L1
OG0011028	A0A8M3AP57	Q8N961
OG0011029	Q7ZVI8	Q8TAT6
OG0011030	A0A8M2BDI9	Q8TBE3
OG0011031	E7FFM2	Q8TDY2
OG0011032	Q568J3	Q8TEB9
OG0011033	A0A8M1RMG6	Q92565
OG0011034	Q6P404	Q92620
OG0011035	A0A8M9QDX1	Q96M86
OG0011036	Q6AZB8	Q96MB7
OG0011037	Q6NYD2	Q96NB2
OG0011038	A0A8M2BIR6	Q96RG2
OG0011039	F1Q8W3	Q9BVQ7
OG0011040	B0UYB6	Q9H3L0
OG0011041	A0A0G2L2X8	Q9H5F2
OG0011042	Q5G872	Q9NQ36
OG0011043	E7FDR0	Q9NRA8
OG0011044	Q6IQ78	Q9UJT1
OG0011045	F1QIB3	Q9UJU6
OG0011046	Q7ZUH1	Q9Y224
OG0011047	A0A8M9QDM1	Q9Y2H5
OG0011048	A0A8M2BGT5	Q9Y608
OG0011049	Q7T2F6	Q9Y6I7
OG0011050	Q6NYV1	O43242
OG0011051	Q4V9P5	O43462
OG0011052	Q4V9A1	O43639
OG0011053	A0A8M9PGI6	O60284
OG0011054	F8W289	O94766
OG0011055	Q7T383	P11233
OG0011056	F1QEC9	P17643
OG0011057	A0A8M2BKS9	P19634
OG0011058	Q6P4V5	P22307
OG0011059	A0A8M3BDV7	P29322
OG0011060	A0A8M2BDB8	P43304
OG0011061	A7E283	P49917
OG0011062	A7E2L0	P61803
OG0011063	Q803G3	P62714
OG0011064	A0A8M9QKA4	Q00604
OG0011065	F1QHS9	Q03989
OG0011066	A0A8M2B3Z8	Q13439
OG0011067	Q6P3L0	Q14764
OG0011068	Q568N9	Q15181
OG0011069	Q6PG31	Q15287
OG0011070	X1WC30	Q2KHM9
OG0011071	A0A8M9PLG3	Q5VTQ0
OG0011072	Q6PG34	Q5VV42
OG0011073	A0A8M3AYS2	Q5VWP3
OG0011074	A0A8M6Z133	Q674X7
OG0011075	A2CEQ0	Q6KCM7
OG0011076	Q05AM7	Q6NUQ1
OG0011077	A0A8M3B355	Q6ZTQ3
OG0011078	Q5RH33	Q6ZV73
OG0011079	A0A8M9QFM2	Q8IU80
OG0011080	A0A8M3BE96	Q8NBF2
OG0011081	A9JST5	Q8NDZ4
OG0011082	Q1LXU3	Q8WU79
OG0011083	Q58A48	Q8WUA8
OG0011084	Q4KM17	Q8WXS4
OG0011085	E7EYW7	Q92925
OG0011086	Q5XIX8	Q969J3
OG0011087	F8W2P1	Q96BM9
OG0011088	A0A8M1RSD9	Q96Q77
OG0011089	Q6NYJ7	Q99538
OG0011090	A4IG40	Q9BR09
OG0011091	Q802W4	Q9BSC4
OG0011092	A0A8M3B9P5	Q9NRP7
OG0011093	Q3B739	Q9NS85
OG0011094	Q5XJD4	Q9UBR2
OG0011095	A0A8M9Q4W2	Q9UDT6
OG0011096	Q6PCS6	Q9UDX5
OG0011097	Q7ZVH3	Q9UJX2
OG0011098	F1Q8R9	Q9UKY4
OG0011099	A0A8M1NCB7	Q9UL16
OG0011100	Q7ZUX3	Q9Y484
OG0011101	A0A8M9PWI3	O14802
OG0011102	A0A8M3AXX0	O15083
OG0011103	Q6P957	O75324
OG0011105	F1R520	O94985
OG0011106	A3KP65	O95822
OG0011107	F1RA91	P04424
OG0011108	Q6P045	P04818
OG0011109	F1QC01	P23677
OG0011110	A0A8M2BJ79	P33176
OG0011111	A0A8M2BB24	P40763
OG0011112	A0A8M6Z241	P54289
OG0011113	Q6NZZ2	P59998
OG0011114	A0A8M3ATK9	Q02388
OG0011115	Q6DGE6	Q04864
OG0011116	Q6NYB4	Q13394
OG0011117	Q3B7F0	Q13404
OG0011118	Q6DRK0	Q16864
OG0011119	Q7ZUU1	Q53HI1
OG0011120	Q6NXB2	Q5EBL8
OG0011121	A0A8M9Q0S3	Q5GFL6
OG0011122	A0A8M9PUN9	Q5JPB2
OG0011123	A0A2R8RXI8	Q5TCX8
OG0011124	A0A8M6Z853	Q7Z4S9
OG0011125	Q6NUT4	Q86U42
OG0011126	A0A8M2B7N9	Q86V25
OG0011127	E7FA54	Q8IVV7
OG0011128	Q2HPG0	Q8N145
OG0011129	A0A8M3B7W8	Q8N1C3
OG0011130	E7FCU2	Q8WYK0
OG0011131	Q6PBN2	Q96BJ3
OG0011132	Q502M5	Q96F86
OG0011133	Q32PL8	Q96LW4
OG0011134	E7F1N2	Q99418
OG0011135	Q7SZM2	Q99572
OG0011136	Q8JIY6	Q99707
OG0011137	I3IS33	Q9BQG1
OG0011138	A2BGL0	Q9BWT3
OG0011139	A0A0R4IRS1	Q9BXS5
OG0011140	A3KPA3	Q9H7X0
OG0011141	Q503I7	Q9HCJ2
OG0011142	Q9I903	Q9NSA3
OG0011143	B3DIU9	Q9UGJ1
OG0011144	Q5CZT1	Q9UHL4
OG0011145	A1XQX0	Q9ULB1
OG0011146	Q568P0	Q9UNA4
OG0011147	A0A8M3AVV6	Q9Y2I8
OG0011148	Q6DGK6	Q9Y535
OG0011149	A0A8M6YYC1	A6NNA2
OG0011150	B0UZC8	B2RUY7
OG0011151	O42222	O14793
OG0011152	A4IG22	O43246
OG0011153	Q6DC31	O43617
OG0011154	Q5RH02	O43819
OG0011155	A0A8M1QHW9	O60841
OG0011156	Q6IQ63	O75586
OG0011157	F1QMB9	O75909
OG0011158	Q8JH29	P01019
OG0011159	A3KPA7	P07311
OG0011160	E7F798	P51797
OG0011161	F8W5R6	P54098
OG0011162	A0A8M1N0Y9	P58417
OG0011163	Q803J2	P61088
OG0011164	F1R6K1	P78562
OG0011165	A0A8M9Q7R4	Q02747
OG0011166	A0A8M2B4M5	Q12770
OG0011167	Q90X63	Q12864
OG0011168	Q568E2	Q32MQ0
OG0011169	Q6DH35	Q6PD74
OG0011170	Q6AXJ7	Q6PEV8
OG0011171	A0A0R4IQE1	Q6PKC3
OG0011172	A0A286Y999	Q76LX8
OG0011173	P0CI65	Q7Z494
OG0011174	Q568M3	Q8IUI8
OG0011175	Q7ZVR1	Q8IWA0
OG0011176	Q1LUX7	Q8N2M8
OG0011177	A0A8M1P874	Q8N3J5
OG0011178	A0A8N7TBN9	Q8NDM7
OG0011179	Q5SPK4	Q8NEZ5
OG0011180	Q49GP5	Q8TCG2
OG0011181	A3KPL7	Q8WVE7
OG0011182	A0A8M1PUK4	Q8WWW8
OG0011183	Q6NYU7	Q96BW1
OG0011184	F1R983	Q99708
OG0011185	A0A8M1NZ19	Q9BS16
OG0011186	Q7SXB4	Q9BW71
OG0011187	Q9YGX5	Q9BZB8
OG0011188	Q7SYN4	Q9H0P0
OG0011189	A0A8M9Q954	Q9H6S0
OG0011190	Q568A0	Q9H875
OG0011191	Q8JJ26	Q9HB31
OG0011192	A0A8M1NJH3	Q9HCJ5
OG0011193	A0A8M2BAL5	Q9NS28
OG0011194	Q4V914	Q9P0M6
OG0011195	F1Q6B2	Q9Y3E5
OG0011196	A0A8N7T821	Q9Y4D2
OG0011197	F1R1N9	Q9Y5K6
OG0011198	Q7ZVY9	O00629
OG0011199	Q5BKX1	O14613
OG0011200	A0A8M9QC24	O43502
OG0011202	A0A0R4ICJ7	O60513
OG0011203	F1R0C0	O95336
OG0011204	Q7ZUM4	O95989
OG0011205	Q802V6	P08910
OG0011206	B3DGL8	P09172
OG0011207	Q568K6	P10746
OG0011208	O42370	P31249
OG0011209	Q68EH7	P31273
OG0011210	A0A8M9QKH6	P46100
OG0011211	Q5U3F8	P46952
OG0011212	A0A8M9PSF9	P51530
OG0011213	A0A8M1NVX4	P52429
OG0011214	Q5PR34	P52569
OG0011215	Q6DGS5	P61218
OG0011216	A0A8M2BA97	P61328
OG0011217	Q6Q421	P62841
OG0011218	A0A8M2BI63	Q02548
OG0011219	F1Q554	Q15058
OG0011220	Q0P410	Q1RMZ1
OG0011221	E7F9B1	Q2KHR3
OG0011222	Q1LUS5	Q32NC0
OG0011223	Q6PGW8	Q5T160
OG0011224	B1H1G8	Q6PJ21
OG0011225	X1WBJ0	Q6PJ69
OG0011226	Q7T3A0	Q7Z412
OG0011227	Q7ZW91	Q86TA1
OG0011228	A0A0R4IQJ3	Q86XX4
OG0011229	A0A8M9PE54	Q8IXJ9
OG0011230	A0A8M2B299	Q8N556
OG0011231	A0A8N7TEE2	Q8N5Z0
OG0011232	A0A0R4IVZ9	Q8NAP3
OG0011233	A0A8M1QKK6	Q8NBP5
OG0011234	Q5PQZ7	Q8NE79
OG0011235	E7F9W6	Q8NEL9
OG0011236	A7YX81	Q8TDN4
OG0011237	B8JHR8	Q8WXW3
OG0011238	Q8JFW4	Q96EY9
OG0011239	A0A8M9Q5B3	Q99871
OG0011240	B0BF33	Q99959
OG0011241	Q66JN8	Q9BU20
OG0011242	Q32LR5	Q9BVC5
OG0011243	A0A8M9Q0C3	Q9BXL6
OG0011244	A0A8M1PAB3	Q9C0D9
OG0011245	Q5QHS3	Q9H4S2
OG0011246	E7F0K2	Q9NV58
OG0011247	A0A8M1P937	Q9NVF7
OG0011248	A0A8M9PUU2	Q9NVI1
OG0011249	B8JM36	Q9NX20
OG0011250	Q6TGX3	Q9UHD8
OG0011251	Q32LR0	Q9UJA5
OG0011252	E7F9R1	Q9UN42
OG0011253	A0A0R4IN78	Q9Y6E0
OG0011254	A0A8M6Z9Z4	Q9Y6N7
OG0011255	B3DHH5	B2RUZ4
OG0011256	Q5U3G0	O00264
OG0011257	A0A8M9P8Y6	O00488
OG0011258	A0A8M1NDU0	O43808
OG0011259	Q6P980	P04179
OG0011260	Q90VV9	P05019
OG0011261	Q568G8	P14384
OG0011262	A0A8M6Z789	P41180
OG0011263	Q803C2	P57088
OG0011264	A5D6S6	P62875
OG0011265	A0A8M1N4J3	P78344
OG0011266	A0A0R4IVE2	Q14694
OG0011268	B8JKC0	Q16820
OG0011269	A4IFW3	Q16827
OG0011270	A0A8M6Z1W8	Q4G0P3
OG0011271	A1L2A8	Q5SW96
OG0011272	X1WHN7	Q6P1J9
OG0011273	Q4VBS4	Q6UB28
OG0011274	Q5RJA1	Q8HWS3
OG0011275	Q08BC4	Q8N412
OG0011276	Q7T326	Q8N5K1
OG0011277	A0JMD4	Q8NHX9
OG0011278	Q6DC23	Q8WUD4
OG0011279	A0A8M6Z8C1	Q96AY4
OG0011280	Q0D285	Q96I45
OG0011281	A0A8M3AVW0	Q96LQ0
OG0011282	A0A8M3AXW6	Q96LW7
OG0011283	Q7ZTY6	Q96N11
OG0011284	A0A8M3AJ97	Q99715
OG0011285	Q5F0G5	Q99972
OG0011286	Q6PBR7	Q9BQC6
OG0011287	Q6PBZ5	Q9BQI0
OG0011288	F1QZ63	Q9BY78
OG0011289	F1Q509	Q9H0A8
OG0011290	F1Q514	Q9H790
OG0011291	A0A0R4IRA3	Q9H9Z2
OG0011292	B0UYS8	Q9HBM1
OG0011293	F1QM17	Q9NRH2
OG0011294	A0A8M3AJ79	Q9NZB8
OG0011295	E7EZ29	Q9Y5Q8
OG0011296	A3KNN5	O00487
OG0011297	A0A8M3AUG1	O15090
OG0011298	F1QLC3	P00742
OG0011299	Q9DF29	P08034
OG0011300	Q8AY63	P12277
OG0011301	Q7ZW96	P30533
OG0011302	Q5XJB6	P30536
OG0011303	Q7SXJ4	P31937
OG0011304	Q6NYX6	P41002
OG0011305	A0A8M1P286	P41146
OG0011306	Q6DHI9	P49721
OG0011307	Q568I8	P59910
OG0011308	P79735	P62826
OG0011309	Q9DGB8	Q01196
OG0011310	E7FDP4	Q01415
OG0011311	Q803U8	Q05519
OG0011312	Q71N41	Q14353
OG0011313	Q75W95	Q15270
OG0011314	Q7T3E9	Q15760
OG0011315	E7F8E5	Q16873
OG0011316	A7YDW0	Q59EK9
OG0011317	A0A0R4IY96	Q6P9B9
OG0011318	Q7ZW86	Q6UX04
OG0011319	Q568Q0	Q6ZVK8
OG0011320	A0A8M9P9Y4	Q86YS7
OG0011321	F1QJL2	Q8N0Z8
OG0011322	Q1LXE6	Q8N584
OG0011323	Q6DHL5	Q8N9N7
OG0011324	Q5PRB3	Q8WWB5
OG0011325	E7F7Y0	Q8WZ64
OG0011326	Q90X38	Q92917
OG0011327	F1QU59	Q969S3
OG0011328	A0A8M6YV93	Q969X2
OG0011329	F1R7L2	Q96EQ0
OG0011330	E7F208	Q96HJ9
OG0011331	A3KNL0	Q96I51
OG0011332	A0A8M9PAQ3	Q96I99
OG0011333	Q4V8Z3	Q96LK0
OG0011334	A4QNV5	Q96LT4
OG0011335	A0A8M9PXB9	Q96M02
OG0011336	Q1L8W0	Q99592
OG0011337	A0A8M1PAI6	Q9BX10
OG0011338	Q6NYD4	Q9BXY0
OG0011339	A0A8M6Z1C1	Q9BY10
OG0011340	A8WHV8	Q9H3R5
OG0011341	Q5XJ73	Q9H4G4
OG0011342	Q5RFV8	Q9H6R7
OG0011343	Q7ZUF2	Q9H8M2
OG0011344	A0A8M9QD89	Q9NPR9
OG0011345	A0A8M3BE00	Q9NQ94
OG0011346	Q5U3V1	Q9NWX6
OG0011347	Q7ZUN9	Q9NX52
OG0011348	A2RRV4	Q9P2G9
OG0011349	A0A8M6YYM7	Q9UH92
OG0011350	Q6TNR4	Q9UI14
OG0011351	A0A8N7TAQ3	Q9Y2D9
OG0011352	A0A8M1P9W7	A0PK05
OG0011353	A0A8M9P256	A2RUS2
OG0011354	Q98873	A6NCS4
OG0011355	E7FE40	O14524
OG0011356	Q5XJP9	O14734
OG0011357	Q6DEM5	O60220
OG0011358	A0A8M3ASV6	O60279
OG0011359	E7F4K6	O60759
OG0011360	A8WI00	O75886
OG0011361	E7F2M7	O94761
OG0011362	Q6PC16	O96000
OG0011363	Q2TTK0	P11717
OG0011364	Q501S1	P15036
OG0011365	Q9PTJ3	P25791
OG0011366	Q6NY74	P27694
OG0011367	E7F402	P32238
OG0011368	Q9DEH7	P37275
OG0011369	F1QIB0	P41970
OG0011370	Q7ZUP6	P48735
OG0011371	Q08CF2	P57060
OG0011372	A0A8M6Z2S6	P58753
OG0011373	Q0P4B8	P82933
OG0011374	Q8JGR4	P83731
OG0011375	Q90Z33	P98172
OG0011376	Q7SY22	Q12952
OG0011377	Q6P0U6	Q13217
OG0011378	E7FDX9	Q2KJY2
OG0011379	Q5U9X3	Q5T6X5
OG0011380	A0A8M9QHA0	Q684P5
OG0011381	Q568R5	Q6ICL7
OG0011382	A6H8I1	Q6PCT2
OG0011383	E7FET6	Q6QAJ8
OG0011384	X1WCR0	Q86WV5
OG0011385	E7FFW5	Q86XJ0
OG0011386	Q8JHF4	Q8N3R9
OG0011387	E7F2H8	Q8N4T0
OG0011388	Q0P447	Q8N6D2
OG0011389	F1QGC8	Q8TEA8
OG0011390	A2CES0	Q8WUJ1
OG0011391	A0A286Y9X1	Q92538
OG0011392	B8A4L8	Q96FK6
OG0011393	A3KNX3	Q96I23
OG0011394	Q6TLH8	Q96LT7
OG0011395	Q6ZM78	Q9BWJ5
OG0011396	H0WEF6	Q9GZT4
OG0011397	Q6NWE0	Q9H0W9
OG0011398	Q6AXK4	Q9NWV8
OG0011399	Q1LYN0	Q9NX14
OG0011400	Q6NSM6	Q9Y2J2
OG0011401	Q25C93	A0PJY2
OG0011402	A0A8M9PPG9	O14980
OG0011403	Q6ZM25	O43895
OG0011404	B1H1M2	O60306
OG0011405	Q7ZW40	O60763
OG0011406	A2BGQ6	O75943
OG0011407	Q498W4	O95406
OG0011408	Q6PC28	P05408
OG0011409	E7F9V1	P07510
OG0011410	Q8JGS0	P09234
OG0011411	A0A2R8RRI1	P19484
OG0011412	F1R0K1	P28324
OG0011413	Q98TU0	P39905
OG0011414	A0JMF8	P48380
OG0011415	A4FVM4	P48449
OG0011416	Q6DC47	P49406
OG0011417	A0A8M9PW15	P49815
OG0011418	Q6DG97	P50583
OG0011419	Q1LXX4	P53539
OG0011420	Q6P2V1	P53634
OG0011421	A0A8M3B4B0	P54829
OG0011422	A5PMI3	Q08J23
OG0011423	Q5U392	Q13286
OG0011424	A0A8M3B4D8	Q14774
OG0011426	Q568V3	Q6ZVX7
OG0011427	P61799	Q7Z2E3
OG0011428	F1QMV3	Q86SZ2
OG0011429	Q5U370	Q8N6T3
OG0011430	E7FD23	Q8NEG2
OG0011431	A0A8M2BLA1	Q8NFY4
OG0011432	A0A8M9PY57	Q8NG11
OG0011433	A5WVZ0	Q8TCT0
OG0011434	F1Q4U1	Q92544
OG0011435	Q66I12	Q96A33
OG0011436	A5PLH0	Q96J42
OG0011437	Q08CI6	Q96LD8
OG0011438	A8WGJ0	Q96SZ6
OG0011439	Q6DH29	Q9BYN8
OG0011440	B0S5G3	Q9H4D0
OG0011441	Q7T316	Q9H6L2
OG0011442	Q7ZYX1	Q9H8T0
OG0011443	A0A8M2BI41	Q9HCN3
OG0011444	A0A8M1NHJ6	Q9NPC2
OG0011445	F1Q580	Q9NVX0
OG0011446	Q6DRE7	Q9NY93
OG0011447	A0A8M3AS44	Q9P2H0
OG0011448	Q6DH00	Q9P2W3
OG0011449	B0R0V8	Q9UI12
OG0011450	Q5RIW8	Q9ULK4
OG0011451	E9QC58	Q9Y2M5
OG0011452	Q6P0D5	Q9Y2W2
OG0011453	A0A8N7TAJ5	A8MYJ7
OG0011454	F1RCT9	O14813
OG0011455	B0S576	O15350
OG0011456	E7EZR2	O75995
OG0011457	Q7ZW29	O95251
OG0011458	A0A8M3AR79	P08922
OG0011459	Q6NY94	P15169
OG0011460	Q90477	P15172
OG0011461	Q803C9	P48651
OG0011462	Q8UVZ1	P49715
OG0011463	F1R8J6	P50897
OG0011464	A0A8M1P8J0	P55265
OG0011465	Q7ZZP6	Q05901
OG0011466	Q08C06	Q13438
OG0011467	A0A8M1P748	Q16851
OG0011468	Q1RMB5	Q3SXP7
OG0011469	A0A8M9P814	Q66K79
OG0011470	Q6NY64	Q66LE6
OG0011471	A0A8M9Q8W3	Q6P2C0
OG0011472	Q6YMR2	Q7RTV0
OG0011473	X1WEA3	Q8IYT8
OG0011474	I3ISZ9	Q8N3J3
OG0011475	Q503R4	Q8N4N3
OG0011476	A0A8M6Z224	Q8N7W2
OG0011477	A2CEH0	Q8TC44
OG0011478	F1Q9H7	Q96NI6
OG0011479	B0S737	Q96PE3
OG0011480	F6NL91	Q99983
OG0011481	E7EY65	Q9BTC8
OG0011482	Q1LV46	Q9BUJ0
OG0011483	Q7ZV43	Q9H0E2
OG0011484	E7F7F6	Q9H0W8
OG0011485	A0A0R4IWF3	Q9H5J0
OG0011486	Q7SXV5	Q9HB20
OG0011487	E7F5W0	Q9HCG7
OG0011488	A0A286Y8E9	Q9NQW7
OG0011489	A0A8M1P4R1	Q9NVE7
OG0011490	Q7ZV61	Q9NVX7
OG0011491	Q7T388	Q9Y255
OG0011492	A0A8M9PVR4	A0A1B0GUX0
OG0011493	Q5TYW4	A2RRP1
OG0011494	Q3B7E7	O60493
OG0011495	Q503I2	O60858
OG0011496	Q5RII9	O75449
OG0011497	Q7ZVU7	P17707
OG0011498	Q7ZVX7	P18847
OG0011499	F1Q4Q5	P36406
OG0011500	A0JMN4	P41240
OG0011501	A0A0N4SUG9	P47900
OG0011502	Q6DG29	P53671
OG0011503	Q9YI66	Q06418
OG0011504	A5WUE8	Q15329
OG0011505	A0A8M2BGM8	Q5T8A7
OG0011506	A0A8M9PTE1	Q5VXU1
OG0011507	Q6P0D1	Q6NXT4
OG0011508	A0A8M3B405	Q86UF4
OG0011509	F1QX08	Q8N157
OG0011510	A0A0R4IWA2	Q8N2E2
OG0011511	A4QP86	Q8NFJ9
OG0011512	A0A8M9P470	Q8NHQ1
OG0011513	A3KMR8	Q8NHW3
OG0011514	A3KDM2	Q92541
OG0011515	F1R3F5	Q96B70
OG0011516	Q5BL99	Q96FJ2
OG0011517	A0A8M9PS32	Q99996
OG0011518	Q803H0	Q9BPX7
OG0011520	X1WEE1	Q9H1V8
OG0011521	A0A8M2BJJ8	Q9H672
OG0011522	Q6NWI5	Q9HCC0
OG0011523	A0A8M2B6D3	Q9NR48
OG0011524	F1QPQ6	Q9P283
OG0011525	B1WB98	Q9P289
OG0011526	B8A4V4	Q9P2S5
OG0011527	A0A8M9QIR2	Q9UGN5
OG0011528	Q8AWD7	Q9Y3B6
OG0011529	Q1LYS1	O15041
OG0011530	Q7SX94	O15212
OG0011531	B0CN48	O43173
OG0011532	F6NTA0	O43396
OG0011533	A0A8M9QB59	O75052
OG0011534	A0A8M6Z1W5	O75096
OG0011535	A0A8M2B9R3	P10243
OG0011536	Q4VBU0	P12694
OG0011537	Q4V902	P15586
OG0011538	A0A8M9PIE9	P22830
OG0011539	O57332	P28072
OG0011540	Q5BJB9	P30048
OG0011541	Q5RFV4	P50876
OG0011542	Q6PBI5	P62851
OG0011543	Q1LXG2	P78537
OG0011544	I3ITC2	Q07812
OG0011545	Q4H4B6	Q14160
OG0011546	F1RCR6	Q14669
OG0011547	A1L209	Q14CW9
OG0011548	A0A8M2BIZ7	Q3YEC7
OG0011549	Q5U374	Q53G59
OG0011550	A0A8M6YVA5	Q5T197
OG0011551	A0A8M2B9G0	Q5VV17
OG0011552	B8JLP7	Q6UB98
OG0011553	B0V1J6	Q8IWL3
OG0011554	A0A0R4IJ75	Q8N201
OG0011555	E7EZE2	Q8TCJ2
OG0011556	Q7ZUL5	Q8TF05
OG0011557	Q6DHG0	Q8WTS6
OG0011558	A0A0R4IU41	Q96CN5
OG0011559	Q7ZTY9	Q96DI7
OG0011560	A0A8M3APE8	Q96LM5
OG0011561	B8A514	Q96MZ0
OG0011562	E7F390	Q96N21
OG0011563	A0A8M2BLU2	Q96PX8
OG0011564	C6SUQ4	Q96T91
OG0011565	Q4V8Z1	Q99598
OG0011566	Q6P036	Q9BSK2
OG0011567	Q5BLC9	Q9BYB4
OG0011568	Q6PE27	Q9BZW2
OG0011569	Q7ZU43	Q9H3G5
OG0011570	A0A8M6Z4G2	Q9H6Q3
OG0011571	A0A8M2BL77	Q9HD15
OG0011572	F1QVR8	Q9NRN9
OG0011573	F1QUQ0	Q9NSE4
OG0011574	Q504F9	Q9UBQ7
OG0011575	F1Q4T1	Q9UIL4
OG0011576	Q7ZUZ8	Q9Y3S2
OG0011577	Q08CF3	Q9Y6R9
OG0011578	Q504H8	A6NHT5
OG0011579	B3DFW5	E0CX11
OG0011580	Q8AWD4	O14907
OG0011581	Q7SXN2	O14979
OG0011582	Q4JNX5	O15409
OG0011583	A0A1D5NSC9	O75936
OG0011584	E7F254	O75976
OG0011585	E7FAS2	P0C024
OG0011586	A0A8M2B9V9	P0CG20
OG0011587	Q4VBV1	P14927
OG0011588	F1R3X3	P20936
OG0011589	Q567Y7	P30532
OG0011590	A0A8M6Z4G7	P31323
OG0011591	Q3S2N4	P36382
OG0011592	Q98SV1	P49908
OG0011593	Q5RGI2	P57740
OG0011594	F1QEG6	P82930
OG0011595	F1Q4L4	P84101
OG0011596	F1Q9Q9	Q06710
OG0011597	E7FFQ5	Q0P6H9
OG0011598	E7FDL7	Q13425
OG0011599	F1R8E2	Q13635
OG0011600	Q5RH88	Q15842
OG0011601	Q568B7	Q4AE62
OG0011602	Q5PRB4	Q5VZ03
OG0011603	Q6DRC5	Q5W0Q7
OG0011604	A8WG24	Q6ZW76
OG0011605	E7F1I2	Q8N6S5
OG0011606	A0A8M9PQP1	Q8NBA8
OG0011607	Q68EH8	Q8NFF5
OG0011608	F1QAE1	Q92786
OG0011609	B3DID0	Q96CS3
OG0011610	Q1RM35	Q96G28
OG0011611	Q5U3V9	Q96H20
OG0011612	A0A8M2B8T6	Q96KM6
OG0011613	Q6DRP5	Q9BQA5
OG0011614	A0A8M2BCU1	Q9BST9
OG0011615	A0A8M9Q0X9	Q9BZF1
OG0011616	B8JKP6	Q9C091
OG0011617	A0A8M3B1C6	Q9H0J4
OG0011618	B0R0G9	Q9NWQ9
OG0011619	Q802U2	Q9NXC5
OG0011620	F6P6X0	Q9NZ09
OG0011621	E7FFU5	Q9NZ72
OG0011622	A0A0R4IJ74	Q9NZ94
OG0011623	F1QRP8	Q9ULA0
OG0011624	E7F1H9	Q9Y5A9
OG0011625	E9QBC6	A6NC05
OG0011626	E7F318	O00418
OG0011627	Q1LUU5	O15209
OG0011628	Q6DRC4	O75821
OG0011629	A0A0R4IYS4	O95206
OG0011630	P79734	P04637
OG0011631	B8JLL1	P11172
OG0011632	A0A8M6YU52	P12757
OG0011633	A0A8M9PBC6	P15822
OG0011634	Q9PWM2	P17482
OG0011635	Q7T1K0	P18621
OG0011636	A8KC00	P20933
OG0011637	Q6NWC1	P21796
OG0011638	Q9DGM2	P24530
OG0011639	Q5XJJ3	P24539
OG0011640	Q6PBI6	P61457
OG0011641	Q3B7P7	P62987
OG0011642	Q6PBX9	Q00765
OG0011643	A0A8M9PAY2	Q01813
OG0011644	A0A8M1P3F9	Q08211
OG0011645	Q7ZUB3	Q12999
OG0011646	G4WJE8	Q14242
OG0011647	A0A8M2BJJ0	Q16584
OG0011648	A0A2R8QC89	Q2NL98
OG0011649	Q7ZUP1	Q5VWP2
OG0011650	A0A8M3AZG2	Q76NI1
